갱신청구권사용여부,단지명,법정동,보증금액,건축년도,월세금,전용면적,지번,지역코드,층,해제여부,해제사유발생일,년,월,일
,강남_4차_아파트,청담동,"3,053",2020,130,78.55,940,11680,39,,,2024,1,20
X,래미안,삼성동,"84,792",2013,0,83.3,203,11680,10,,,2024,1,13
O,강남_4차_아파트,역삼동,"59,544",1980,0,134.57,789,11680,28,,,2024,2,17
O,강남_7차_아파트,역삼동,"49,649",1983,0,52.58,835,11680,20,,,2024,3,13
O,강남_8차_아파트,청담동,"111,487",1984,0,77.63,927,11680,45,,,2024,1,24
X,강남_6차_아파트,삼성동,"47,405",1981,0,83.59,208,11680,43,O,20240324,2024,3,24
,강남_6차_아파트,압구정동,"74,537",2024,0,66.52,841,11680,17,,,2024,1,26
X,아이파크,압구정동,"3,570",2019,295,109.79,272,11680,5,,,2024,2,12
X,강남_8차_아파트,역삼동,"54,255",1997,0,66.41,920,11680,28,O,20240128,2024,1,28
,강남_1차_아파트,압구정동,"2,164",2019,193,118.25,617,11680,19,,,2024,3,6
X,강남_6차_아파트,삼성동,"2,331",1988,290,108.61,381,11680,15,,,2024,1,12
,강남_9차_아파트,대치동,"36,557",2013,0,81.02,148,11680,14,,,2024,2,2
,래미안,대치동,"4,790",2013,69,124.61,321,11680,14,,,2024,2,6
O,강남_6차_아파트,청담동,"2,126",1984,59,96.29,693,11680,35,,,2024,3,20
,강남_9차_아파트,삼성동,"37,926",2007,0,132.04,336,11680,36,,,2024,2,9
,강남_6차_아파트,압구정동,"92,334",2005,0,137.78,493,11680,40,,,2024,3,19
O,강남_1차_아파트,대치동,"2,013",2020,58,91.92,120,11680,13,,,2024,3,10
O,강남_9차_아파트,대치동,"142,334",1995,0,146.31,774,11680,5,,,2024,1,27
O,강남_6차_아파트,역삼동,"137,892",2014,0,108.14,137,11680,18,,,2024,2,14
X,강남_7차_아파트,역삼동,"140,276",2024,0,54.47,711,11680,12,,,2024,2,2
O,아이파크,삼성동,"132,162",1996,0,112.59,828,11680,6,,,2024,3,5
O,강남_9차_아파트,대치동,"58,410",1999,0,149.13,463,11680,18,,,2024,2,27
X,강남_7차_아파트,역삼동,"128,889",2010,0,144.81,882,11680,25,,,2024,2,9
O,강남_4차_아파트,삼성동,"35,663",2000,0,149.43,493,11680,3,,,2024,2,21
X,강남_8차_아파트,삼성동,"95,791",1983,0,117.82,869,11680,24,,,2024,1,8
O,강남_6차_아파트,삼성동,"132,376",2005,0,72.43,928,11680,36,,,2024,2,2
X,강남_6차_아파트,압구정동,"130,368",2009,0,130.53,833,11680,12,,,2024,2,16
O,강남_8차_아파트,삼성동,"57,218",1991,0,116.0,596,11680,27,,,2024,3,3
,강남_8차_아파트,압구정동,"58,356",1999,0,146.05,997,11680,20,,,2024,3,25
,강남_6차_아파트,압구정동,"70,172",1989,0,56.99,926,11680,18,,,2024,2,9
X,강남_9차_아파트,압구정동,"53,592",1986,0,123.6,827,11680,15,,,2024,2,18
O,강남_1차_아파트,삼성동,"125,745",1982,0,62.74,112,11680,19,,,2024,2,8
,강남_3차_아파트,역삼동,"73,128",2009,0,104.51,938,11680,18,,,2024,3,7
,타워팰리스,역삼동,"134,501",1980,0,128.2,185,11680,26,,,2024,3,18
,강남_2차_아파트,대치동,"3,246",2001,115,125.05,796,11680,9,,,2024,3,9
,래미안,대치동,"146,418",2023,0,110.13,392,11680,26,,,2024,3,16
X,강남_5차_아파트,대치동,"102,892",1985,0,111.49,605,11680,18,,,2024,1,2
O,강남_7차_아파트,역삼동,"139,982",1980,0,127.83,251,11680,5,,,2024,2,26
O,강남_6차_아파트,삼성동,"135,478",2001,0,72.46,438,11680,7,,,2024,2,13
X,강남_5차_아파트,삼성동,"131,173",1993,0,79.09,946,11680,2,,,2024,3,27
,강남_7차_아파트,대치동,"4,370",1989,188,144.51,842,11680,20,,,2024,3,18
,강남_9차_아파트,삼성동,"4,131",1996,194,94.34,833,11680,39,,,2024,2,7
X,아이파크,대치동,"133,154",1996,0,68.55,346,11680,20,,,2024,1,8
O,타워팰리스,삼성동,"111,503",1995,0,115.7,524,11680,28,,,2024,2,14
O,강남_4차_아파트,압구정동,"3,994",2009,81,79.61,860,11680,9,,,2024,3,2
X,강남_5차_아파트,삼성동,"98,545",2014,0,113.86,513,11680,40,,,2024,1,26
,아이파크,압구정동,"4,780",1992,134,133.09,102,11680,45,,,2024,3,20
O,타워팰리스,청담동,"112,987",2003,0,130.6,651,11680,36,,,2024,2,1
,강남_8차_아파트,역삼동,"2,430",1994,84,112.59,481,11680,40,,,2024,1,18
,강남_9차_아파트,삼성동,"64,675",2007,0,126.13,929,11680,40,,,2024,2,2
,강남_4차_아파트,청담동,"47,086",1982,0,90.44,234,11680,36,,,2024,2,12
,강남_8차_아파트,삼성동,"95,661",2020,0,87.96,601,11680,35,,,2024,1,25
X,아이파크,역삼동,"31,179",2005,0,93.77,365,11680,5,,,2024,3,20
O,강남_4차_아파트,역삼동,"50,383",2011,0,131.26,251,11680,38,,,2024,1,17
X,타워팰리스,삼성동,"117,103",2024,0,55.41,331,11680,34,,,2024,2,19
,강남_2차_아파트,청담동,"130,607",2015,0,58.11,205,11680,3,,,2024,3,5
O,강남_7차_아파트,청담동,"1,584",2020,244,144.03,795,11680,23,,,2024,2,3
,강남_1차_아파트,대치동,"90,048",2014,0,127.36,850,11680,20,,,2024,3,8
X,강남_7차_아파트,압구정동,"143,877",1991,0,93.93,688,11680,8,,,2024,3,25
,강남_4차_아파트,대치동,"1,081",2014,185,70.52,790,11680,21,,,2024,3,23
,강남_6차_아파트,압구정동,"119,312",2013,0,71.08,319,11680,40,,,2024,1,17
O,강남_4차_아파트,청담동,"38,190",1996,0,62.14,167,11680,38,O,20240306,2024,3,6
X,강남_1차_아파트,청담동,"135,269",1986,0,62.89,250,11680,39,,,2024,2,20
,강남_8차_아파트,대치동,"122,427",2006,0,65.77,634,11680,41,,,2024,2,25
O,강남_3차_아파트,대치동,"47,062",1980,0,86.82,520,11680,38,,,2024,3,18
O,강남_8차_아파트,청담동,"30,743",2003,0,51.72,880,11680,45,,,2024,1,13
,강남_3차_아파트,청담동,"2,234",2014,297,106.71,602,11680,16,,,2024,2,21
X,아이파크,압구정동,"68,607",2010,0,145.73,967,11680,31,,,2024,2,24
,강남_8차_아파트,청담동,"94,512",2004,0,139.08,421,11680,30,,,2024,2,4
,래미안,삼성동,"2,668",1989,145,58.25,579,11680,13,,,2024,1,25
O,타워팰리스,대치동,"76,166",2008,0,98.5,657,11680,42,,,2024,1,18
,강남_1차_아파트,압구정동,"84,825",1998,0,75.96,358,11680,43,,,2024,1,24
,강남_1차_아파트,삼성동,"125,699",1980,0,117.18,948,11680,40,,,2024,2,27
,강남_8차_아파트,청담동,"60,211",2019,0,81.41,433,11680,4,,,2024,3,14
O,강남_8차_아파트,청담동,"35,417",2008,0,124.51,251,11680,4,O,20240121,2024,1,21
O,강남_3차_아파트,역삼동,"42,109",2006,0,66.46,355,11680,37,,,2024,1,15
O,강남_9차_아파트,삼성동,"65,007",1999,0,144.44,333,11680,45,,,2024,2,1
,강남_1차_아파트,삼성동,"2,100",2014,206,59.74,488,11680,7,,,2024,3,19
X,강남_7차_아파트,역삼동,"44,423",2008,0,136.58,576,11680,36,,,2024,2,5
O,아이파크,청담동,"113,396",2020,0,140.18,874,11680,45,,,2024,2,21
,타워팰리스,대치동,"50,077",2023,0,84.42,360,11680,35,,,2024,2,12
X,강남_6차_아파트,삼성동,"121,031",1989,0,109.01,878,11680,35,,,2024,1,17
X,강남_6차_아파트,청담동,"35,315",2007,0,123.93,379,11680,14,,,2024,1,25
,강남_5차_아파트,압구정동,"96,307",2013,0,147.36,573,11680,24,,,2024,2,25
O,아이파크,압구정동,"143,462",2006,0,55.71,831,11680,21,,,2024,1,7
,강남_3차_아파트,대치동,"1,148",2015,179,70.89,533,11680,43,,,2024,1,3
,강남_1차_아파트,역삼동,"127,701",2002,0,96.59,872,11680,4,O,20240207,2024,2,7
,강남_3차_아파트,청담동,"140,181",2000,0,61.28,182,11680,20,,,2024,3,13
O,래미안,삼성동,"88,689",2001,0,90.39,593,11680,35,,,2024,1,23
X,아이파크,청담동,"60,174",2005,0,111.9,278,11680,8,,,2024,3,28
O,강남_2차_아파트,대치동,"130,267",1981,0,80.1,591,11680,40,,,2024,3,3
X,강남_8차_아파트,압구정동,"78,611",2023,0,131.07,519,11680,11,,,2024,3,27
O,강남_7차_아파트,청담동,"96,101",1982,0,89.76,263,11680,14,,,2024,1,19
,강남_7차_아파트,압구정동,"3,701",2015,139,59.31,418,11680,10,,,2024,2,6
,타워팰리스,청담동,"4,863",2014,212,118.66,297,11680,44,,,2024,1,21
X,강남_1차_아파트,대치동,"141,208",2001,0,149.04,769,11680,8,,,2024,2,11
O,강남_1차_아파트,역삼동,"3,328",1988,281,116.06,393,11680,40,,,2024,1,11
,강남_1차_아파트,청담동,"2,427",1990,102,66.99,821,11680,35,,,2024,3,27
X,강남_3차_아파트,삼성동,"76,740",2021,0,92.04,101,11680,13,,,2024,2,20
O,강남_5차_아파트,역삼동,"4,849",1995,194,140.89,511,11680,35,,,2024,3,23
X,강남_8차_아파트,청담동,"63,520",1986,0,67.27,679,11680,27,,,2024,2,14
,강남_1차_아파트,압구정동,"118,625",2019,0,126.2,378,11680,24,,,2024,2,5
O,강남_8차_아파트,압구정동,"107,282",2019,0,129.13,585,11680,43,,,2024,3,28
X,아이파크,대치동,"3,303",2014,130,65.95,767,11680,44,,,2024,2,1
X,강남_6차_아파트,대치동,"1,680",1997,287,57.37,841,11680,33,,,2024,3,15
X,강남_9차_아파트,역삼동,"45,536",1995,0,113.94,910,11680,31,,,2024,3,3
O,강남_8차_아파트,대치동,"3,875",1998,111,123.81,969,11680,5,,,2024,1,3
,아이파크,청담동,"71,092",1999,0,111.36,681,11680,8,,,2024,3,24
X,래미안,역삼동,"119,534",1995,0,134.0,130,11680,20,,,2024,2,22
,아이파크,삼성동,"2,063",1994,221,67.13,214,11680,34,,,2024,3,11
,강남_6차_아파트,대치동,"71,825",1996,0,145.35,715,11680,39,,,2024,3,20
,강남_3차_아파트,대치동,"141,281",1991,0,84.04,536,11680,42,,,2024,3,18
O,강남_3차_아파트,삼성동,"122,355",1981,0,133.35,598,11680,27,,,2024,2,24
O,강남_8차_아파트,역삼동,"103,002",2000,0,88.86,462,11680,4,,,2024,1,17
O,강남_2차_아파트,대치동,"1,158",1994,183,133.63,132,11680,42,,,2024,1,17
X,래미안,청담동,"142,252",1985,0,54.21,885,11680,6,,,2024,2,27
X,강남_7차_아파트,압구정동,"43,482",2020,0,76.59,143,11680,41,,,2024,2,5
X,타워팰리스,청담동,"3,535",2019,298,68.91,643,11680,20,,,2024,1,13
,강남_7차_아파트,역삼동,"1,020",1998,85,57.2,554,11680,3,,,2024,1,15
,강남_8차_아파트,압구정동,"142,878",2005,0,52.24,659,11680,35,,,2024,3,13
,강남_3차_아파트,삼성동,"30,662",2019,0,107.08,424,11680,36,,,2024,2,10
O,강남_7차_아파트,청담동,"86,013",2010,0,143.66,547,11680,25,,,2024,3,14
X,강남_8차_아파트,삼성동,"112,883",2020,0,130.65,996,11680,36,,,2024,2,20
,강남_9차_아파트,대치동,"2,152",1980,90,131.72,695,11680,42,,,2024,3,16
,강남_1차_아파트,삼성동,"3,736",1982,75,84.69,741,11680,19,,,2024,1,3
O,아이파크,삼성동,"62,492",2023,0,53.77,318,11680,42,,,2024,3,26
,강남_8차_아파트,삼성동,"73,610",1981,0,109.3,259,11680,23,,,2024,1,15
X,강남_5차_아파트,압구정동,"3,897",1993,295,80.85,784,11680,4,,,2024,2,13
X,강남_1차_아파트,삼성동,"146,483",1988,0,101.5,540,11680,20,,,2024,2,23
X,강남_5차_아파트,청담동,"106,804",1995,0,54.24,309,11680,4,O,20240312,2024,3,12
O,강남_7차_아파트,압구정동,"73,899",2007,0,79.67,389,11680,38,,,2024,1,28
X,강남_6차_아파트,청담동,"137,345",2000,0,91.41,929,11680,43,,,2024,2,26
O,강남_2차_아파트,역삼동,"89,076",2001,0,61.08,601,11680,14,,,2024,3,18
,강남_4차_아파트,압구정동,"92,606",1997,0,86.75,937,11680,21,,,2024,3,22
X,강남_1차_아파트,청담동,"1,317",2020,246,94.78,240,11680,14,,,2024,1,10
O,강남_2차_아파트,청담동,"84,328",1980,0,73.84,581,11680,22,,,2024,3,25
,강남_4차_아파트,역삼동,"1,352",2004,152,80.9,862,11680,41,,,2024,1,14
X,강남_1차_아파트,압구정동,"71,021",2015,0,81.44,128,11680,32,,,2024,3,3
O,강남_4차_아파트,삼성동,"143,160",1994,0,142.27,648,11680,39,,,2024,3,25
X,래미안,대치동,"44,181",2005,0,109.94,408,11680,27,,,2024,2,18
,강남_3차_아파트,청담동,"111,179",1991,0,68.44,252,11680,13,,,2024,3,8
X,강남_5차_아파트,대치동,"1,989",1992,268,131.93,638,11680,12,,,2024,2,6
X,타워팰리스,대치동,"4,132",2016,269,51.67,257,11680,29,,,2024,1,6
O,강남_2차_아파트,삼성동,"117,864",1984,0,77.47,101,11680,20,,,2024,3,18
,강남_7차_아파트,압구정동,"141,514",1992,0,97.09,527,11680,6,,,2024,2,5
X,아이파크,삼성동,"73,126",1990,0,78.89,676,11680,23,,,2024,3,27
O,강남_1차_아파트,대치동,"94,297",1988,0,75.67,155,11680,12,,,2024,1,19
O,강남_8차_아파트,대치동,"102,930",2001,0,84.1,845,11680,39,,,2024,1,5
X,아이파크,대치동,"98,564",2019,0,149.7,110,11680,14,,,2024,2,15
,강남_4차_아파트,삼성동,"56,700",2012,0,115.83,434,11680,40,,,2024,3,18
,강남_2차_아파트,삼성동,"120,616",1996,0,88.34,350,11680,27,,,2024,1,23
,강남_8차_아파트,압구정동,"58,836",1989,0,64.48,138,11680,45,,,2024,3,2
,강남_1차_아파트,청담동,"118,300",2007,0,137.27,726,11680,26,,,2024,2,5
,타워팰리스,역삼동,"62,467",2008,0,127.85,374,11680,36,,,2024,2,19
O,강남_8차_아파트,청담동,"40,594",2021,0,92.42,874,11680,43,,,2024,1,6
,강남_9차_아파트,압구정동,"90,889",2014,0,52.05,592,11680,5,,,2024,2,12
X,강남_2차_아파트,압구정동,"2,345",1988,270,149.32,513,11680,16,,,2024,2,11
,아이파크,역삼동,"4,533",1997,128,85.38,948,11680,7,,,2024,3,22
O,강남_4차_아파트,역삼동,"70,601",2009,0,87.38,934,11680,25,,,2024,2,8
X,강남_5차_아파트,대치동,"1,059",2017,279,98.28,573,11680,22,,,2024,2,2
X,강남_3차_아파트,청담동,"3,057",1985,136,81.97,924,11680,29,,,2024,1,16
X,강남_8차_아파트,역삼동,"79,462",2004,0,120.54,854,11680,4,,,2024,3,4
X,타워팰리스,대치동,"42,459",2000,0,85.59,372,11680,32,,,2024,3,23
,강남_2차_아파트,대치동,"2,444",2021,179,89.2,476,11680,37,,,2024,1,2
X,강남_4차_아파트,삼성동,"81,374",1995,0,94.1,291,11680,34,,,2024,1,21
,강남_2차_아파트,삼성동,"82,175",1985,0,116.96,401,11680,44,,,2024,2,22
O,강남_2차_아파트,압구정동,"109,034",2015,0,90.59,955,11680,16,,,2024,2,7
,타워팰리스,대치동,"4,452",2000,82,136.43,381,11680,9,,,2024,2,7
X,강남_3차_아파트,대치동,"61,880",2011,0,98.0,932,11680,44,,,2024,1,16
X,래미안,대치동,"130,878",1983,0,57.45,460,11680,33,,,2024,2,17
X,강남_3차_아파트,청담동,"63,685",2024,0,132.74,210,11680,4,O,20240224,2024,2,24
O,강남_9차_아파트,삼성동,"121,666",2011,0,56.33,524,11680,40,,,2024,3,27
,강남_9차_아파트,압구정동,"57,531",1986,0,56.15,320,11680,2,,,2024,1,22
O,타워팰리스,압구정동,"46,286",1995,0,108.24,759,11680,16,,,2024,3,14
O,강남_4차_아파트,압구정동,"103,585",1983,0,120.73,491,11680,8,,,2024,3,16
O,강남_8차_아파트,청담동,"109,233",1999,0,60.46,614,11680,8,,,2024,1,21
O,강남_3차_아파트,역삼동,"4,982",1995,196,144.34,258,11680,3,,,2024,2,22
O,타워팰리스,압구정동,"147,265",1989,0,71.11,509,11680,12,,,2024,3,1
,강남_6차_아파트,역삼동,"43,340",1990,0,128.67,866,11680,3,O,20240103,2024,1,3
X,강남_5차_아파트,압구정동,"140,501",2014,0,50.31,780,11680,25,,,2024,2,5
O,강남_7차_아파트,대치동,"3,873",2006,246,105.18,744,11680,9,,,2024,1,20
O,강남_8차_아파트,청담동,"75,612",2021,0,134.58,998,11680,7,,,2024,3,23
O,강남_3차_아파트,청담동,"64,518",2009,0,70.49,501,11680,45,,,2024,3,22
,강남_2차_아파트,압구정동,"2,354",2019,199,89.98,346,11680,12,,,2024,2,8
X,강남_6차_아파트,압구정동,"47,838",1993,0,92.08,635,11680,13,,,2024,2,10
X,강남_4차_아파트,압구정동,"2,189",1985,274,110.85,345,11680,27,,,2024,2,6
,타워팰리스,청담동,"76,167",2020,0,115.61,287,11680,32,,,2024,3,16
X,강남_9차_아파트,압구정동,"115,839",2013,0,89.76,244,11680,44,,,2024,3,1
,강남_3차_아파트,역삼동,"1,653",2003,267,111.12,143,11680,37,,,2024,1,18
,강남_4차_아파트,역삼동,"1,235",2004,251,133.27,963,11680,16,,,2024,3,3
O,강남_3차_아파트,압구정동,"147,391",1996,0,77.49,499,11680,34,,,2024,2,1
O,강남_4차_아파트,역삼동,"72,732",1988,0,147.88,847,11680,19,,,2024,3,19
O,강남_4차_아파트,삼성동,"122,063",1997,0,111.12,746,11680,14,,,2024,3,5
X,강남_4차_아파트,대치동,"111,228",1999,0,91.57,590,11680,33,O,20240103,2024,1,3
,강남_8차_아파트,청담동,"131,291",1989,0,136.89,607,11680,43,,,2024,1,21
,타워팰리스,대치동,"33,713",2012,0,59.56,760,11680,10,,,2024,2,10
X,강남_9차_아파트,역삼동,"134,767",1994,0,102.81,432,11680,14,,,2024,3,13
,강남_4차_아파트,대치동,"3,684",1991,138,140.16,722,11680,23,,,2024,3,6
X,강남_5차_아파트,역삼동,"1,314",2001,114,67.95,345,11680,17,,,2024,1,28
,래미안,대치동,"4,401",1989,192,127.57,523,11680,33,,,2024,1,8
,아이파크,역삼동,"57,993",2011,0,109.69,810,11680,5,,,2024,3,19
,타워팰리스,청담동,"42,734",2012,0,131.64,959,11680,5,,,2024,3,17
,강남_9차_아파트,압구정동,"73,117",2014,0,130.19,853,11680,40,,,2024,2,6
O,강남_7차_아파트,대치동,"1,325",2021,107,112.64,392,11680,16,,,2024,1,11
,타워팰리스,삼성동,"52,576",1981,0,141.9,105,11680,9,,,2024,1,13
O,강남_9차_아파트,역삼동,"41,081",1990,0,51.33,775,11680,35,,,2024,3,6
X,타워팰리스,대치동,"61,633",1998,0,146.78,538,11680,31,,,2024,2,6
,강남_2차_아파트,청담동,"4,299",2001,279,120.52,820,11680,38,,,2024,3,22
O,강남_6차_아파트,대치동,"2,505",2018,55,62.92,411,11680,35,,,2024,2,2
X,강남_9차_아파트,역삼동,"116,499",2016,0,136.45,782,11680,13,,,2024,3,16
,강남_6차_아파트,역삼동,"35,732",2011,0,116.35,697,11680,9,,,2024,2,11
,아이파크,청담동,"2,417",2010,172,114.5,772,11680,4,,,2024,1,5
X,래미안,압구정동,"68,932",1988,0,112.43,949,11680,38,,,2024,3,19
O,강남_4차_아파트,압구정동,"109,026",2000,0,131.13,796,11680,40,,,2024,1,20
,강남_8차_아파트,대치동,"95,238",1987,0,72.2,319,11680,41,,,2024,1,4
X,강남_2차_아파트,압구정동,"1,743",1993,54,63.72,468,11680,20,,,2024,2,25
O,강남_7차_아파트,청담동,"90,918",2013,0,56.66,291,11680,3,,,2024,2,12
,래미안,삼성동,"139,699",1996,0,123.54,380,11680,39,,,2024,1,20
,강남_6차_아파트,역삼동,"91,506",2015,0,71.24,462,11680,22,,,2024,1,7
,강남_5차_아파트,삼성동,"37,128",2008,0,90.71,535,11680,34,,,2024,2,27
X,강남_4차_아파트,압구정동,"4,509",2016,207,86.32,686,11680,23,,,2024,1,16
,강남_5차_아파트,대치동,"2,004",2011,136,149.61,577,11680,2,,,2024,1,13
O,강남_5차_아파트,청담동,"1,100",2015,89,72.71,318,11680,11,,,2024,3,13
O,강남_2차_아파트,청담동,"106,332",2005,0,58.94,771,11680,32,,,2024,3,5
,강남_5차_아파트,압구정동,"55,662",2000,0,132.66,867,11680,3,,,2024,1,20
X,강남_3차_아파트,대치동,"67,070",2019,0,74.77,563,11680,11,,,2024,2,2
X,강남_8차_아파트,청담동,"68,486",2016,0,92.11,833,11680,35,,,2024,3,27
X,강남_9차_아파트,삼성동,"47,456",2005,0,109.15,826,11680,44,,,2024,2,2
,아이파크,압구정동,"4,893",1994,226,63.27,972,11680,45,,,2024,3,1
,강남_2차_아파트,삼성동,"45,443",2015,0,146.52,387,11680,33,,,2024,3,22
,강남_9차_아파트,압구정동,"1,741",1998,92,118.87,220,11680,33,O,20240116,2024,1,16
X,강남_3차_아파트,압구정동,"1,172",2022,71,98.42,565,11680,32,,,2024,2,3
O,강남_6차_아파트,역삼동,"92,069",2005,0,122.02,888,11680,14,,,2024,2,19
O,강남_7차_아파트,삼성동,"76,801",1995,0,136.84,926,11680,41,,,2024,3,13
,강남_4차_아파트,압구정동,"58,627",2006,0,80.31,112,11680,19,,,2024,1,16
,강남_3차_아파트,청담동,"33,465",2022,0,110.96,744,11680,41,O,20240301,2024,3,1
,강남_8차_아파트,대치동,"3,622",2009,261,119.77,128,11680,11,,,2024,3,11
X,강남_2차_아파트,대치동,"52,466",1992,0,94.65,765,11680,20,,,2024,3,6
X,강남_7차_아파트,대치동,"118,157",1981,0,117.26,975,11680,26,,,2024,1,4
X,래미안,청담동,"30,628",1988,0,96.3,764,11680,7,,,2024,3,19
,타워팰리스,역삼동,"3,181",1997,147,78.04,921,11680,15,,,2024,3,27
X,강남_2차_아파트,역삼동,"128,272",2015,0,96.98,929,11680,13,,,2024,1,18
,강남_6차_아파트,역삼동,"3,460",1997,246,52.08,965,11680,21,,,2024,1,11
O,강남_8차_아파트,역삼동,"39,529",1984,0,62.37,878,11680,5,,,2024,1,27
X,강남_2차_아파트,청담동,"35,768",2000,0,103.4,337,11680,38,,,2024,3,6
,강남_3차_아파트,압구정동,"3,836",2008,279,98.09,801,11680,36,,,2024,1,9
,강남_6차_아파트,삼성동,"2,283",2004,107,83.37,823,11680,2,,,2024,1,21
,타워팰리스,압구정동,"42,508",1998,0,126.06,183,11680,27,,,2024,1,11
X,강남_1차_아파트,삼성동,"130,787",1995,0,76.28,640,11680,27,,,2024,1,13
X,강남_1차_아파트,압구정동,"4,497",1980,189,113.11,461,11680,2,,,2024,3,28
O,강남_7차_아파트,압구정동,"1,904",2006,168,104.32,911,11680,38,,,2024,3,26
O,타워팰리스,청담동,"145,356",2002,0,73.58,144,11680,34,O,20240322,2024,3,22
O,강남_6차_아파트,압구정동,"51,329",2003,0,81.96,948,11680,3,,,2024,1,9
,타워팰리스,역삼동,"148,447",2006,0,127.39,763,11680,1,,,2024,1,27
O,강남_1차_아파트,압구정동,"1,945",2004,288,70.25,632,11680,27,,,2024,1,6
X,강남_5차_아파트,삼성동,"3,512",1998,191,114.4,119,11680,5,,,2024,2,13
X,래미안,삼성동,"1,582",2013,298,51.9,198,11680,2,,,2024,2,4
X,강남_9차_아파트,삼성동,"3,703",2002,63,145.53,681,11680,14,,,2024,3,23
,강남_1차_아파트,대치동,"145,720",1994,0,94.41,114,11680,44,,,2024,1,8
,강남_1차_아파트,삼성동,"102,175",2012,0,122.74,944,11680,29,,,2024,2,11
X,강남_7차_아파트,압구정동,"110,707",2007,0,128.5,104,11680,36,,,2024,1,15
X,강남_4차_아파트,청담동,"47,281",1990,0,73.28,843,11680,17,,,2024,2,24
,강남_4차_아파트,삼성동,"61,704",2019,0,69.14,739,11680,33,O,20240213,2024,2,13
,강남_1차_아파트,역삼동,"77,771",2002,0,133.62,452,11680,3,,,2024,2,18
,강남_3차_아파트,역삼동,"86,865",2012,0,56.11,457,11680,10,,,2024,3,16
O,아이파크,압구정동,"119,081",2022,0,114.39,413,11680,33,,,2024,3,4
,강남_6차_아파트,압구정동,"141,053",1982,0,71.58,364,11680,4,,,2024,3,10
,강남_3차_아파트,압구정동,"40,307",2019,0,90.66,546,11680,39,O,20240204,2024,2,4
,강남_2차_아파트,대치동,"4,519",2001,130,74.48,747,11680,2,,,2024,2,6
,강남_8차_아파트,삼성동,"4,125",1998,142,65.29,801,11680,15,,,2024,1,22
X,아이파크,대치동,"136,080",1992,0,101.0,632,11680,41,,,2024,1,17
,래미안,대치동,"141,920",1995,0,75.32,954,11680,28,,,2024,3,12
O,타워팰리스,압구정동,"43,543",1986,0,134.83,118,11680,43,,,2024,1,8
O,강남_8차_아파트,압구정동,"111,440",1998,0,138.78,714,11680,18,O,20240202,2024,2,2
,강남_5차_아파트,삼성동,"145,494",2010,0,143.03,502,11680,24,,,2024,2,6
O,강남_2차_아파트,대치동,"107,643",2002,0,112.25,992,11680,44,,,2024,2,10
,강남_3차_아파트,삼성동,"3,848",1990,218,122.6,563,11680,9,O,20240212,2024,2,12
X,강남_8차_아파트,대치동,"89,253",1988,0,61.57,207,11680,15,,,2024,3,20
,강남_7차_아파트,역삼동,"2,141",2004,116,56.02,868,11680,31,,,2024,3,22
O,강남_5차_아파트,청담동,"1,517",2000,113,116.47,883,11680,40,,,2024,2,20
,아이파크,대치동,"101,493",2004,0,92.71,947,11680,7,,,2024,1,12
,강남_6차_아파트,삼성동,"69,728",1991,0,127.01,219,11680,22,,,2024,2,22
X,강남_8차_아파트,청담동,"36,534",2012,0,97.89,252,11680,35,,,2024,1,13
,강남_6차_아파트,청담동,"2,548",2012,99,111.9,943,11680,43,,,2024,2,6
O,강남_2차_아파트,역삼동,"3,108",2005,106,67.49,415,11680,20,,,2024,3,19
O,강남_7차_아파트,대치동,"1,606",2018,83,81.11,795,11680,22,,,2024,1,20
O,강남_1차_아파트,삼성동,"2,365",2016,282,91.19,448,11680,21,,,2024,3,20
O,강남_3차_아파트,청담동,"4,540",2013,224,57.35,107,11680,24,,,2024,3,1
O,강남_6차_아파트,삼성동,"99,862",1997,0,113.27,857,11680,2,,,2024,3,28
,강남_2차_아파트,청담동,"146,899",1987,0,71.54,802,11680,22,,,2024,1,5
,강남_1차_아파트,삼성동,"4,702",2019,74,54.1,632,11680,20,,,2024,1,27
X,강남_6차_아파트,압구정동,"61,078",1993,0,133.77,214,11680,5,O,20240327,2024,3,27
,아이파크,삼성동,"57,716",2000,0,87.78,934,11680,39,,,2024,2,11
X,아이파크,대치동,"130,682",1991,0,117.81,631,11680,17,,,2024,2,16
O,강남_4차_아파트,삼성동,"1,610",2000,239,99.44,215,11680,17,,,2024,2,6
,래미안,청담동,"62,928",2021,0,114.06,942,11680,29,,,2024,2,16
,강남_4차_아파트,삼성동,"58,777",2018,0,69.95,702,11680,21,,,2024,2,24
,래미안,청담동,"128,217",2000,0,70.66,653,11680,1,,,2024,3,24
,강남_1차_아파트,역삼동,"132,160",1980,0,82.13,700,11680,3,,,2024,2,2
,강남_5차_아파트,역삼동,"3,944",1994,232,85.82,762,11680,30,,,2024,1,5
,강남_2차_아파트,청담동,"3,135",2016,116,78.37,236,11680,36,,,2024,1,14
O,강남_7차_아파트,청담동,"1,796",1983,88,120.5,602,11680,29,,,2024,1,28
O,강남_4차_아파트,삼성동,"3,526",1990,91,91.28,691,11680,34,,,2024,1,6
O,강남_1차_아파트,압구정동,"57,607",2012,0,118.3,478,11680,1,,,2024,3,7
,강남_9차_아파트,압구정동,"1,826",2021,222,58.41,736,11680,3,,,2024,3,11
,강남_9차_아파트,청담동,"105,067",2020,0,99.76,548,11680,38,,,2024,1,20
